# Name                     RAdeg             DEdeg               Memb Disk Acc K2var   umag   gmag   rmag   imag   Hamag  SpT   Avmag                Lbol                Mstar               Rstar              logAge             logMacc             DlogMacc+ DlogMacc-
  "VPHAS J180252.2-241126.2" 270.71766         -24.19062           y    n*   2   ""      ""     18.374 16.903 16.196 16.754 K5    1.069                0.913               0.842               1.786              6.29               -9.625              0.593     ""       
  "VPHAS J180255.0-241553.3" 270.72897         -24.2648            ?    y*   1   ""      ""     20.248 18.787 17.6   17.725 A4    6.066                7.626               ""                  1.324              ""                 ""                  ""        ""       
  "VPHAS J180256.8-240707.1" 270.73687         -24.11866           ?    ""   1   ""      ""     19.875 18.541 17.319 18.017 O7.75 7.265                633.815             ""                  0.67               ""                 ""                  ""        ""       
  "VPHAS J180301.8-241959.3" 270.75733         -24.33313           ?    n    1   ""      ""     19.552 18.402 17.497 17.306 A5.5  4.449                2.696               ""                  0.84               ""                 ""                  ""        ""       
  "VPHAS J180307.3-241933.9" 270.78042         -24.32611           ?    n    2   ""      ""     20.239 18.453 17.125 18.009 F3.5  5.936                7.35                1.572               2.012              7.0                -9.591              2.032     ""       
  "VPHAS J180307.5-241743.5" 270.78107         -24.29541           y    n*   0   ""      ""     18.934 17.244 16.343 17.109 K5    2.069                1.312               0.974               1.971              6.22               ""                  ""        ""       
  "VPHAS J180316.6-241934.1" 270.81897         -24.32613           y    ""   1   ""      ""     19.724 18.186 17.057 17.224 F2.75 4.951                4.179               1.484               1.467              7.16               -7.443              0.173     0.173    
  "VPHAS J180317.5-241801.5" 270.82296         -24.30042           ?    ""   1   ""      ""     19.507 17.945 17.234 17.295 K5    1.282                0.35                0.941               1.019              7.18               -9.288              0.341     ""       
  "VPHAS J180318.0-241425.4" 270.82495         -24.2404            y    n    0   ""      19.951 17.761 16.625 16.033 16.467 G8.5  1.189                0.759               0.954               0.999              7.45               ""                  ""        ""       
  "VPHAS J180320.8-241543.0" 270.83673         -24.26195           y    ""   1   ""      20.033 19.643 18.41  17.382 17.16  A0.75 5.429                7.603               ""                  1.002              ""                 ""                  ""        ""       
  "VPHAS J180322.2-242014.0" 270.84265         -24.33722           ?    ""   1   ""      ""     19.582 17.836 16.956 17.201 K5    2.138                0.793               1.055               1.532              6.61               -8.683              0.383     0.793    
  "VPHAS J180325.5-241603.1" 270.85642         -24.26753           y    n*   1   ""      ""     20.006 18.477 17.388 17.701 F5    4.548                2.219               ""                  1.157              ""                 ""                  ""        ""       
  "VPHAS J180328.0-241527.4" 270.86672         -24.2576            y    ?    1   ""      ""     19.956 18.556 17.31  17.565 B0.75 7.302                302.387             ""                  0.882              ""                 ""                  ""        ""       
  "VPHAS J180331.0-240727.0" 270.87916         -24.12418           ?    n*   2   ""      19.635 18.436 17.013 16.299 16.445 K5.75 0.621                0.518               0.991               1.297              6.84               -8.998              0.421     0.525    
  "VPHAS J180331.4-241836.4" 270.88096         -24.31012           y    ?    1   ""      ""     19.425 17.922 17.088 16.515 K8.25 0.436                0.257               0.786               1.068              6.99               -8.806              0.341     ""       
  "VPHAS J180334.6-242447.2" 270.89413         -24.41312           y    n*   1   ""      ""     19.775 18.354 17.072 17.468 O8.75 7.549                874.29              ""                  0.884              ""                 ""                  ""        ""       
  "VPHAS J180337.3-243216.7" 270.90555         -24.53799           ?    n*   1   ""      ""     18.999 17.676 16.991 17.037 K2.25 1.38                 0.392               0.843               0.876              7.53               -9.017              0.354     0.537    
  "VPHAS J180337.6-243217.7" 270.90661         -24.53824           ?    ""   1   ""      ""     19.434 18.058 17.396 17.221 K5    0.739                0.206               0.742               0.781              7.6                -9.105              0.261     0.321    
  "VPHAS J180345.3-243233.5" 270.93858         -24.54265           ?    ""   1   ""      ""     19.035 17.664 16.943 17.114 K2.5  1.525                0.459               0.919               0.972              7.38               -9.411              0.344     ""       
  "VPHAS J180347.9-240856.7" 270.94964         -24.14909           ?    ?    1   ""      ""     19.627 18.066 17.077 17.11  G6    3.447                1.314               1.129               1.249              7.24               -8.101              0.34      ""       
  "VPHAS J180349.9-241720.7" 270.95806         -24.28908           y    y*   1   ""      ""     18.702 17.152 16.248 16.458 K1    2.65                 1.684               1.426               1.656              6.8                -8.259              0.159     0.281    
  "VPHAS J180349.9-242146.6" 270.95773         -24.36294           y    n*   0   ""      ""     18.205 16.602 15.819 16.193 K5    1.564                1.539               0.949               2.135              6.11               ""                  ""        ""       
  "VPHAS J180400.1-243318.0" 271.00046         -24.55498           ?    ""   1   ""      ""     19.429 17.997 17.381 17.09  K5    0.742                0.214               0.759               0.795              7.57               -8.847              0.418     0.362    
  "VPHAS J180403.3-243309.6" 271.01363         -24.55266           ?    ""   1   ""      ""     19.425 17.788 16.976 16.993 K5    1.716                0.586               1.044               1.318              6.85               -8.733              0.259     0.543    
  "VPHAS J180404.2-241743.1" 271.01748         -24.29529           y    ?    1   ""      19.999 19.261 17.818 16.704 16.826 A8    5.308                8.745               1.743               1.703              7.0                -6.4                0.125     0.121    
  "VPHAS J180404.3-242901.2" 271.01773         -24.48366           ?    n*   2   ""      ""     20.143 18.576 17.298 18.456 A3.75 6.572                14.221              1.965               1.789              6.88               -7.162              0.82      ""       
  "VPHAS J180408.5-242125.5" 271.03546         -24.35709           ?    ""   1   ""      19.769 19.768 18.376 17.444 16.858 F8.75 3.51                 1.02                ""                  0.919              ""                 ""                  ""        ""       
  "VPHAS J180408.6-243156.8" 271.03589         -24.53244           ?    ""   1   ""      ""     19.615 18.017 17.239 17.258 K5    2.54                 1.029               1.02                1.746              6.41               -8.334              0.338     0.321    
  "VPHAS J180411.8-242329.3" 271.04925         -24.39147           ?    ""   1   ""      18.841 18.38  17.496 16.843 16.682 A7.25 2.961                1.706               ""                  0.72               ""                 ""                  ""        ""       
  "VPHAS J180413.7-241725.3" 271.05696         -24.29036           y    n*   1   ""      ""     19.002 17.319 16.437 16.71  K5    2.004                1.156               0.998               1.85               6.32               -8.472              0.21      0.294    
  "VPHAS J180419.9-242823.7" 271.08278         -24.47326           y    y    1   ""      19.585 18.731 16.943 15.956 15.912 K8.5  1.638                1.775               0.526               2.852              5.55               -7.361              0.033     0.055    
  "VPHAS J180420.3-242752.0" 271.08461         -24.46448           y    n*   1   ""      ""     19.363 17.969 17.142 16.607 M0.5  0.0                  0.251               0.5                 1.224              6.55               -8.547              0.022     0.05     
  "VPHAS J180424.4-241244.3" 271.10182         -24.21229           y    n*   1   ""      19.473 18.701 17.688 17.008 17.343 F3.5  2.504                0.852               ""                  0.685              ""                 ""                  ""        ""       
  "VPHAS J180424.7-242223.7" 271.1028          -24.37326           ?    n*   1   ""      ""     19.993 18.595 17.761 16.881 G7.25 2.558                0.385               ""                  0.692              ""                 ""                  ""        ""       
  "VPHAS J180429.1-242306.9" 271.12103         -24.38526           y    y    1   ""      19.319 19.256 17.973 17.143 16.742 F9.75 2.932                0.92                ""                  0.91               ""                 ""                  ""        ""       
  "VPHAS J180431.5-240429.6" 271.1313          -24.07488           ?    ""   1   ""      ""     20.197 18.869 18.056 17.67  G4.75 2.591                0.308               ""                  0.59               ""                 ""                  ""        ""       
  "VPHAS J180437.5-242447.9" 271.15622         -24.41332           y    ?    1   ""      ""     20.274 18.535 17.291 17.749 F7    5.245                3.736               1.312               1.649              7.17               -7.65               0.32      0.528    
  "VPHAS J180443.5-242057.6" 271.18127         -24.34935           ?    n*   1   ""      ""     20.154 18.558 17.81  17.824 K5    1.456                0.231               0.781               0.826              7.52               -9.299              0.208     0.495    
  "VPHAS J180454.0-243046.4" 271.22515         -24.51288           y    ""   1   ""      ""     18.358 16.586 15.584 16.151 K4.75 2.611                3.721               0.934               3.263              5.6                -8.277              0.295     ""       
  "VPHAS J180502.6-242443.7" 271.26066         -24.41214           ?    y    1   ""      ""     19.606 17.964 16.969 17.027 G9.5  3.226                1.213               1.177               1.299              7.14               -7.67               0.435     0.387    
  "VPHAS J180503.4-242118.2" 271.26413         -24.35505           ?    ""   0   ""      ""     19.935 18.384 17.564 17.993 K5.5  1.306                0.254               0.826               0.894              7.39               ""                  ""        ""       
  "VPHAS J180503.9-242149.2" 271.26626         -24.36366           y    n    0   ""      ""     19.048 17.276 16.378 17.075 K5    2.244                1.449               0.959               2.071              6.15               ""                  ""        ""       
  "VPHAS J180507.0-241824.6" 271.27919         -24.30682           ?    y    0   ""      ""     20.297 18.427 17.278 18.217 K2.25 3.823                1.505               1.378               1.716              6.68               ""                  ""        ""       
  "VPHAS J180518.5-241552.5" 271.3273          -24.26458           ?    ""   1   ""      ""     20.242 18.56  17.399 17.554 G2.25 4.641                2.284               1.289               1.53               7.11               -7.598              0.214     0.246    
  "VPHAS J180518.5-243116.3" 271.32722         -24.52119           ?    n*   2   ""      20.135 18.519 17.145 16.471 16.482 K4.5  0.951                0.547               1.041               1.23               6.98               -8.898              0.144     0.135    
  "VPHAS J180521.8-243000.7" 271.34066         -24.50017           ?    ""   1   ""      ""     19.139 17.767 17.097 17.255 K5.5  0.511                0.231               0.8                 0.853              7.45               -10.102             0.608     ""       
  "VPHAS J180523.9-242912.2" 271.34945         -24.48671           ?    n*   0   ""      20.203 18.054 16.795 16.17  16.441 K2.5  1.022                0.672               1.07                1.176              7.13               ""                  ""        ""       
  "VPHAS J180526.8-242021.6" 271.36161         -24.33932           ?    ""   0   ""      ""     19.906 18.249 17.369 17.792 K5    1.94                 0.468               0.998               1.177              7.02               ""                  ""        ""       
  WFI11471                 271.09734         -24.4756            y    n    1   ""      ""     18.458 17.086 16.523 16.382 K5    0.469                0.393               0.947               1.079              7.15               -8.884              0.307     0.801    
  WFI12265                 270.96267         -24.46419           y    n    ""  P       ""     ""     18.156 16.983 ""     K9.25 1.42                 0.79                0.529               2.0                5.94               ""                  ""        ""       
  WFI12412                 271.11777         -24.46183           y    n    1   ""      ""     18.597 17.001 16.241 16.455 K5    1.487                0.996               1.025               1.718              6.43               -8.794              0.178     0.354    
  WFI12576                 271.02046         -24.45894           y    ""   0   ""      ""     18.553 17.126 16.396 17.695 K6.25 0.432                0.417               0.944               1.202              6.94               ""                  ""        ""       
  WFI12716                 271.16468         -24.45665           y    n    0   ""      ""     18.683 17.071 16.231 16.836 K7.75 1.334                1.146               0.633               2.188              5.89               ""                  ""        ""       
  WFI12779                 271.03824         -24.45565           y    n*   1   ""      ""     18.285 16.769 16.075 15.672 K8    0.802                0.997               0.623               2.073              5.95               -7.803              0.171     0.195    
  WFI12850                 271.16206         -24.45465           y    n*   0   ""      ""     18.127 16.495 15.671 16.163 K7.5  1.514                2.205               0.599               2.989              5.53               ""                  ""        ""       
  WFI12983                 271.04021         -24.4528            y    n*   1   ""      18.581 17.355 15.954 15.334 14.987 K7.25 0.526                1.545               0.649               2.465              5.76               -7.584              0.182     0.182    
  WFI12983                 271.04008         -24.45267           y    y*   ""  QPS     ""     ""     ""     ""     ""     K9.5  0.369                1.552               0.461               2.849              5.76               ""                  ""        ""       
  WFI12995                 271.13775         -24.45256           y    y*   2   ""      ""     19.682 17.958 17.053 17.418 M0.75 0.834                0.506               0.433               1.77               6.02               -9.49               0.647     ""       
  WFI13000                 271.16436         -24.45252           y    y    1   ""      ""     18.544 16.79  15.856 16.097 K5    2.299                2.402               0.903               2.667              5.81               -7.652              0.259     0.243    
  WFI13043                 271.17714         -24.45159           y    n    0   ""      ""     18.961 17.301 16.397 16.968 K5.25 1.89                 1.099               0.97                1.832              6.32               ""                  ""        ""       
  WFI13072                 271.12228         -24.45112           y    n    0   ""      ""     19.801 18.035 16.916 17.514 M0.5  1.425                0.759               0.431               2.129              5.81               ""                  ""        ""       
  WFI13073                 271.03925         -24.45112           y    ""   1   ""      ""     18.386 16.955 16.296 16.046 K7.25 0.654                0.684               0.771               1.639              6.36               -8.251              0.206     0.275    
  WFI13161                 271.19067         -24.44963           y    y*   1   ""      ""     20.122 18.369 17.198 17.578 M1.75 1.246                0.624               0.348               2.12               5.79               -8.553              0.281     ""       
  WFI13251                 271.1398          -24.44823           y    ""   0   ""      ""     18.106 16.572 15.76  16.201 K8.25 0.718                1.141               0.583               2.252              5.83               ""                  ""        ""       
  WFI13268                 271.05868         -24.44799           y    n    0   ""      ""     19.028 17.311 16.396 17.223 K7.75 1.642                1.171               0.631               2.213              5.88               ""                  ""        ""       
  WFI13384                 271.16441         -24.44604           y    n    0   ""      ""     19.923 18.048 16.731 17.499 M2.25 1.318                0.963               0.295               2.738              5.1                ""                  ""        ""       
  WFI13430                 271.12881         -24.44584           y    y    1   ""      18.726 17.54  16.236 15.617 15.667 K4.5  0.65                 0.984               1.106               1.65               6.53               -8.71               0.139     0.11     
  WFI13491                 271.0127          -24.44415           ?    ?    1   ""      ""     18.553 17.097 16.385 15.841 K7.5  1.174                0.991               0.677               2.004              6.03               -7.569              0.179     0.156    
  WFI13513                 271.06196         -24.44382           y    n    0   ""      ""     19.783 17.95  16.77  27.36  M0.25 1.861                1.137               0.427               2.56               5.63               ""                  ""        ""       
  WFI13515                 271.10004         -24.44374           y    n    0   ""      ""     18.897 17.263 16.339 17.184 K9.5  0.654                0.665               0.522               1.861              6.02               ""                  ""        ""       
  WFI13518                 271.01999         -24.44367           y    n*   0   ""      19.513 17.675 16.346 15.731 15.978 K9.5  0.0                  0.955               0.492               2.23               5.79               ""                  ""        ""       
  WFI13522                 271.06384         -24.44358           y    ""   0   ""      ""     18.48  16.911 16.11  17.196 K5    1.536                1.318               0.8                 2.127              6.04               ""                  ""        ""       
  WFI13563                 271.08521         -24.44302           y    n    2   ""      19.995 18.03  16.597 15.875 15.922 K5.5  0.784                0.853               0.98                1.639              6.47               -8.631              0.222     0.379    
  WFI13601                 271.19078         -24.4425            y    n*   1   ""      ""     19.181 17.57  16.696 16.881 K5.75 1.462                0.625               0.991               1.425              6.69               -8.809              0.188     0.206    
  WFI13628                 271.11742         -24.44213           y    n    0   ""      ""     19.487 17.682 16.758 17.428 K9.75 1.44                 0.91                0.477               2.213              5.79               ""                  ""        ""       
  WFI13658                 271.01525         -24.44169           y    ""   1   P       ""     18.467 17.053 16.533 15.812 ""    ""                   0.28                0.863               0.955              7.3                -8.549              0.072     0.095    
  WFI13674                 270.99385         -24.44146           y    ""   1   ""      ""     19.417 17.52  16.512 16.087 K5    2.812                1.861               0.927               2.347              5.98               -7.115              0.206     0.26     
  WFI13745                 270.95846         -24.44033           y    ""   0   P       ""     ""     18.504 17.485 18.115 M0.5  0.877                0.375               0.474               1.5                6.26               ""                  ""        ""       
  WFI13864                 271.07125         -24.43828           y    n    ""  N/P     ""     ""     19.381 18.02  ""     M3.25 0.779                0.278               0.246               1.597              5.97               ""                  ""        ""       
  WFI13876                 271.16977         -24.43806           y    y*   1   ""      ""     19.081 17.329 16.321 16.716 K6.5  1.769                1.078               0.788               1.963              6.13               -8.581              0.216     0.291    
  WFI13877                 271.15832         -24.43808           y    n    0   ""      ""     20.301 18.422 17.246 18.421 M1    1.951                0.916               0.389               2.428              5.67               ""                  ""        ""       
  WFI13903                 271.21061         -24.4375            y    n*   0   ""      ""     19.321 17.475 16.483 17.18  K8.25 2.009                1.443               0.56                2.533              5.68               ""                  ""        ""       
  WFI13925                 271.00271         -24.43708           y    n    1   P       ""     19.639 17.608 16.589 17.049 K5.75 3.564                3.563               0.784               3.41               5.49               -7.7                0.327     ""       
  WFI13966                 271.07745         -24.43644           y    n    1   ""      ""     19.933 18.335 17.184 17.344 F4.75 4.896                3.39                1.338               1.419              7.23               -7.438              0.27      0.299    
  WFI14041                 271.08089         -24.43534           y    ""   1   ""      ""     19.18  17.546 16.667 17.088 K5    1.887                0.858               1.048               1.594              6.55               -9.334              0.863     ""       
  WFI14041                 271.08756         -24.4508            y    ""   1   ""      ""     18.318 16.524 15.407 16.017 M0.75 1.552                3.571               0.365               4.705              ""                 -8.398              0.892     ""       
  WFI14078                 270.96817         -24.43497           y    y    ""  P       ""     ""     18.476 17.467 ""     M2.5  1.235                0.494               0.298               2.004              5.82               ""                  ""        ""       
  WFI14135                 271.20591         -24.43401           y    ""   0   ""      ""     20.115 18.315 17.206 18.017 K1.25 3.716                1.421               1.348               1.546              6.86               ""                  ""        ""       
  WFI14185                 271.02144         -24.43289           y    n    1   ""      19.143 17.587 16.443 15.811 15.756 G6.5  1.529                1.186               1.095               1.197              7.28               -8.358              0.408     0.19     
  WFI14230                 270.99504         -24.43217           y    n*   1   P       ""     ""     19.147 17.021 18.538 ""    ""                   ""                  ""                  ""                 ""                 ""                  ""        ""       
  WFI14558                 271.11767         -24.42714           y    y*   0   ""      ""     19.135 17.463 16.464 16.996 K9.5  1.168                0.875               0.498               2.134              5.84               ""                  ""        ""       
  WFI14574                 271.08158         -24.42681           y    ""   1   P       ""     ""     19.01  17.762 17.909 M1.25 1.936                0.558               0.39                1.936              5.9                -8.231              0.348     ""       
  WFI14588                 271.12667         -24.42664           y    y    0   QPS     ""     ""     19.032 17.93  19.213 M3    0.45                 0.227               0.269               1.413              6.12               ""                  ""        ""       
  WFI14629                 271.16559         -24.42604           y    y*   1   ""      ""     18.699 17.074 16.233 16.613 K7.5  1.601                1.405               0.636               2.386              5.79               -8.969              0.452     ""       
  WFI14638                 271.16225         -24.42593           y    n    0   ""      ""     18.733 17.174 16.423 16.851 K7.5  0.876                0.674               0.742               1.653              6.33               ""                  ""        ""       
  WFI14708                 271.0907          -24.42484           y    n*   1   QPS     ""     18.394 16.948 16.206 16.412 K6    0.626                0.565               0.97                1.376              6.73               -9.193              0.394     ""       
  WFI14731                 271.14863         -24.42444           y    y*   1   QPD     ""     19.333 17.497 16.605 16.95  M1.75 0.844                0.924               0.333               2.585              5.36               -8.364              0.348     0.961    
  WFI14957                 271.00483         -24.42102           ?    n*   0   ""      ""     18.204 16.537 15.595 16.769 K8.5  1.272                1.93                0.521               2.974              5.51               ""                  ""        ""       
  WFI14958                 271.1275          -24.42106           ?    ""   ""  MP      ""     ""     ""     ""     ""     K4    6.38                 6.198               1.103               4.015              5.46               ""                  ""        ""       
  WFI14962                 271.12425         -24.42103           y    ?    ""  P       ""     ""     19.399 18.058 ""     M3    0.434                0.21                0.271               1.359              6.16               ""                  ""        ""       
  WFI15028                 271.02167         -24.42031           y    n    0   P       ""     ""     18.523 17.109 19.095 M2.5  1.292                0.759               0.285               2.484              5.24               ""                  ""        ""       
  WFI15075                 271.05002         -24.41986           y    ""   1   ""      ""     19.017 17.412 16.585 16.803 K6    2.23                 1.516               0.808               2.255              5.97               -8.103              0.339     0.328    
  WFI15126                 271.26752         -24.41929           ?    n    0   ""      15.63  13.103 11.896 11.429 11.671 K4.5  0.506                48.71               1.628               11.611             ""                 ""                  ""        ""       
  WFI15179                 271.06604         -24.4188            y    n    0   P       ""     18.224 16.735 15.997 16.709 K7.75 0.596                0.83                0.677               1.863              6.12               ""                  ""        ""       
  WFI15289                 271.10263         -24.41753           y    n*   0   QPS     ""     20.129 18.037 16.893 18.507 ""    ""                   0.137               0.688               0.818              7.34               ""                  ""        ""       
  WFI15298                 271.00238         -24.41733           y    n*   1   P       ""     19.265 17.956 17.333 16.134 K6    0.007                0.132               0.655               0.667              7.78               -8.545              0.098     0.076    
  WFI15451                 271.10985         -24.41564           y    y    1   ""      ""     18.766 17.149 16.345 16.698 M1    0.622                0.963               0.388               2.49               5.65               -9.195              0.765     ""       
  WFI15522                 271.10529         -24.41491           y    n    0   ""      ""     18.646 16.891 15.934 16.601 K7.5  1.923                2.125               0.599               2.935              5.55               ""                  ""        ""       
  WFI15568                 271.17966         -24.41434           y    ""   0   ""      ""     18.612 17.138 16.457 17.122 K6.75 0.554                0.484               0.901               1.337              6.73               ""                  ""        ""       
  WFI15630                 271.10403         -24.41371           y    y*   0   U       ""     18.472 16.9   16.081 16.482 K7.75 0.978                0.981               0.652               2.025              6.0                ""                  ""        ""       
  WFI15636                 271.1487          -24.41365           y    ""   2   ""      ""     18.863 17.376 16.65  16.915 K7.75 0.591                0.458               0.783               1.384              6.6                -9.459              0.309     ""       
  WFI15668                 271.2334          -24.41318           y    ""   2   ""      ""     19.883 18.188 16.944 17.569 M2.5  0.729                0.56                0.294               2.13               5.73               -9.332              0.599     ""       
  WFI15690                 271.2399          -24.41294           y    y    1   ""      ""     19.95  18.291 17.266 17.31  G8.75 3.458                1.085               1.156               1.204              7.18               -8.126              0.174     0.408    
  WFI15914                 271.11948         -24.41093           y    n*   1   QPD     ""     18.78  17.093 16.309 16.558 G1.5  4.789                10.019              2.156               3.162              6.52               -7.206              0.154     0.154    
  WFI15921                 270.96825         -24.41081           y    y    1   APD     ""     ""     18.161 17.394 16.766 ""    ""                   ""                  ""                  ""                 ""                 ""                  ""        ""       
  WFI15936                 271.07584         -24.41072           y    n*   1   ""      ""     19.842 18.235 16.994 17.269 M2.5  0.651                0.517               0.296               2.045              5.79               -8.36               0.365     0.865    
  WFI15993                 271.24432         -24.41009           y    y    1   ""      19.404 17.388 15.945 15.072 15.158 G7.25 2.761                5.244               1.956               2.552              6.52               -7.308              0.094     0.093    
  WFI15997                 271.23643         -24.41003           y    n    0   ""      ""     18.316 16.598 15.675 16.236 K7.75 1.609                2.189               0.576               3.025              5.51               ""                  ""        ""       
  WFI16003                 271.23162         -24.40998           y    n    0   ""      ""     18.212 16.666 15.806 16.329 K9.5  0.428                0.969               0.492               2.246              5.78               ""                  ""        ""       
  WFI16015                 271.12223         -24.40988           y    y*   1   ""      ""     19.23  17.829 16.948 17.277 G2.75 4.054                2.925               1.436               1.749              6.98               -7.978              0.202     0.288    
  WFI16083                 271.10488         -24.40907           y    n    1   ""      ""     20.104 18.403 17.054 17.658 M2.75 1.084                0.678               0.269               2.39               5.25               -8.634              0.425     ""       
  WFI16084                 271.06142         -24.40903           y    y*   1   B       18.832 17.963 18.336 17.352 16.954 M2.75 1.521                2.407               ""                  4.513              ""                 ""                  ""        ""       
  WFI16096                 271.11553         -24.40891           y    n    0   ""      ""     17.791 16.253 15.468 15.888 K7.75 0.879                1.648               0.594               2.624              5.66               ""                  ""        ""       
  WFI16133                 271.05046         -24.40842           ?    ""   1   ""      ""     18.617 17.243 16.46  16.728 G9    2.146                0.957               1.053               1.139              7.29               -8.941              0.457     ""       
  WFI16191                 271.07622         -24.40772           y    n*   1   ""      ""     19.135 17.635 16.79  17.16  K9.75 0.409                0.414               0.543               1.493              6.32               -9.211              0.52      ""       
  WFI16230                 271.18763         -24.40718           y    n*   1   ""      ""     19.55  17.713 16.531 16.943 M1.5  1.415                1.218               0.339               2.906              5.11               -8.059              0.22      0.551    
  WFI16464                 271.23681         -24.40467           y    n    1   ""      ""     19.537 17.729 16.248 17.064 M3    1.601                2.08                ""                  4.271              ""                 ""                  ""        ""       
  WFI16479                 271.0627          -24.40449           y    n    1   ""      ""     18.549 17.224 16.581 16.005 K4.25 0.853                0.46                0.984               1.11               7.14               -8.273              0.145     0.148    
  WFI16587                 271.13906         -24.40323           y    ""   1   ""      ""     20.018 18.409 17.406 17.811 G7.75 3.427                0.945               1.022               1.093              7.36               -8.67               0.473     ""       
  WFI16602                 271.0501          -24.40309           y    ""   1   ""      ""     20.209 18.348 17.096 17.943 G5.25 4.879                3.34                1.594               1.964              6.82               -8.802              1.206     ""       
  WFI16663                 271.12871         -24.4025            y    y*   ""  P       ""     ""     19.473 18.157 ""     M2.75 1.343                0.363               0.282               1.753              5.92               ""                  ""        ""       
  WFI16673                 271.17949         -24.40242           y    ""   0   ""      ""     19.419 17.834 16.993 17.327 K5.25 1.557                0.51                1.013               1.248              6.93               ""                  ""        ""       
  WFI16675                 271.05373         -24.40243           y    n*   1   ""      ""     20.077 18.223 16.884 17.532 M2.25 1.334                0.838               0.3                 2.556              5.24               -8.524              0.648     ""       
  WFI16726                 271.14001         -24.40185           y    n*   1   ""      ""     19.895 18.162 17.089 17.377 G9.5  3.635                1.421               1.269               1.406              7.05               -8.061              0.209     0.26     
  WFI16730                 271.24192         -24.40175           y    n    1   ""      ""     19.544 17.679 16.16  16.937 A4.5  7.784                87.117              3.048               4.576              6.28               -5.638              0.184     0.294    
  WFI16783                 271.13078         -24.40137           y    ""   0   ""      ""     19.444 17.676 16.784 17.319 K5    2.219                0.981               1.03                1.705              6.45               ""                  ""        ""       
  WFI16802                 271.12222         -24.4012            y    ?    0   QPS     ""     19.223 17.373 16.443 17.294 K2.75 4.06                 5.324               1.412               3.393              5.76               ""                  ""        ""       
  WFI16866                 270.95563         -24.40031           y    ?    ""  ""      ""     ""     ""     17.828 ""     ""    ""                   ""                  ""                  ""                 ""                 ""                  ""        ""       
  WFI16916                 271.1075          -24.3998            y    n*   2   ""      20.007 17.796 16.342 15.578 15.88  K8.75 0.204                0.976               0.552               2.148              5.86               -9.412              0.745     ""       
  WFI16985                 270.97541         -24.39924           y    n*   0   ""      ""     18.489 17.115 16.256 17.112 M0.5  0.23                 0.686               0.436               2.025              5.87               ""                  ""        ""       
  WFI17023                 271.08342         -24.39894           y    y*   1   QPS     ""     ""     19.199 17.838 18.309 ""    ""                   0.149               0.405               1.02               6.69               -9.32               0.072     ""       
  WFI17034                 271.06179         -24.39888           y    ""   1   ""      ""     19.571 17.996 17.082 17.265 M0.5  0.372                0.321               0.484               1.385              6.37               -9.144              0.275     1.063    
  WFI17095                 271.16327         -24.3983            y    ""   0   MP      19.509 17.868 16.75  16.198 16.542 G9.75 0.851                0.514               0.863               0.851              7.61               ""                  ""        ""       
  WFI17142                 271.13777         -24.39783           y    n*   1   ""      ""     19.61  18.106 17.189 17.235 G7.75 2.967                0.851               0.986               1.037              7.42               -8.306              0.357     0.435    
  WFI17244                 271.17449         -24.39695           y    n    0   ""      ""     20.057 18.341 17.227 17.828 M1.25 1.278                0.598               0.387               1.998              5.86               ""                  ""        ""       
  WFI17329                 271.11291         -24.39623           y    n    1   ""      ""     19.386 17.864 17.044 17.179 K3.75 1.891                0.582               1.052               1.208              7.04               -8.804              0.303     0.504    
  WFI17391                 271.05343         -24.39581           y    n*   1   ""      ""     19.915 18.213 16.975 17.481 F4.75 5.357                5.57                1.414               1.819              7.11               -7.452              0.503     0.71     
  WFI17402                 271.20886         -24.39562           ?    ""   0   ""      ""     18.714 17.276 16.529 17.166 K8.75 0.131                0.388               0.677               1.355              6.56               ""                  ""        ""       
  WFI17408                 271.08499         -24.39566           y    n*   0   ""      ""     19.601 17.731 16.506 17.633 M0.5  2.104                1.801               0.39                3.28               5.02               ""                  ""        ""       
  WFI17456                 271.05352         -24.39513           y    n*   0   ""      ""     19.871 18.22  17.126 17.966 G4.25 4.121                2.003               1.282               1.491              7.09               ""                  ""        ""       
  WFI17484                 270.98584         -24.39481           y    n    0   ""      ""     18.158 16.55  15.724 18.332 K7.75 0.844                1.182               0.629               2.222              5.87               ""                  ""        ""       
  WFI17541                 271.02192         -24.39411           y    n    1   P       ""     18.624 16.992 16.225 16.457 M2    0.0                  0.777               0.32                2.418              5.53               -9.153              0.496     ""       
  WFI17594                 271.0474          -24.39378           y    ""   0   ""      ""     19.369 17.702 16.657 17.595 M0.25 1.338                0.942               0.438               2.331              5.72               ""                  ""        ""       
  WFI17601                 271.03808         -24.39375           y    ""   ""  P       ""     ""     18.385 17.75  ""     ""    ""                   ""                  ""                  ""                 ""                 ""                  ""        ""       
  WFI17674                 271.14668         -24.39311           y    n*   0   ""      ""     18.33  16.771 15.981 16.453 K7.75 0.876                1.012               0.648               2.056              5.98               ""                  ""        ""       
  WFI17930                 271.10674         -24.39086           y    y*   1   ""      ""     18.243 16.747 15.894 16.198 K1.25 2.363                1.951               1.499               1.812              6.69               -8.408              0.282     0.282    
  WFI17986                 271.08788         -24.39039           y    y    1   S       19.497 17.793 16.217 15.405 15.524 K8.5  0.804                1.745               0.526               2.828              5.56               -7.814              0.138     0.193    
